call_id,date,exchange,q,ticker,capability,segment_id,window_start,window_end,matched_terms,segment_text
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,sensing,3,6546,6555,shaped,of analysis that then shaped our view as to
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,sensing,4,6697,6706,sense,does give us some sense as we continue into
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,sensing,5,7572,7581,shape,competing in any way shape or form as a
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,1,1323,1332,investing,value and growth including investing in new consumer analytics
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,2,2543,2552,investing,will continue to prioritize investing in the business to
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,3,2789,2798,invest,identifying compelling opportunities to invest across countries categories and
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,4,3842,3851,investing,we ll be back investing at the sort of
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,5,5613,5622,investing,efficient being effective and investing appropriately as as markets
284,2021-02-10 08:30:00,NYSE,2020-Q4,KO,seizing,6,6994,7003,invest,not good reasons to invest in marketing or in
285,2022-11-09 17:00:00,NYSE,2022-Q3,OLO,sensing,1,6998,7007,sense,piper sandler analyst makes sense and i think i
285,2022-11-09 17:00:00,NYSE,2022-Q3,OLO,seizing,1,1152,1161,investing,through many instances that investing in an enterprise grade
285,2022-11-09 17:00:00,NYSE,2022-Q3,OLO,seizing,2,3075,3084,invest,plan to continue to invest in our go to
285,2022-11-09 17:00:00,NYSE,2022-Q3,OLO,transforming,1,1662,1671,transform,ai technology partners to transform the drive thru leading
285,2022-11-09 17:00:00,NYSE,2022-Q3,OLO,transforming,2,1975,1984,transform,for borderless functionality to transform the sign on and
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,sensing,1,1956,1965,sense,ip company in every sense of the word one
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,sensing,2,7309,7318,sense,just give us a sense of your mindset sitting
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,sensing,3,7336,7345,shape,could talk about the shape of the year obviously
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,sensing,4,8489,8498,sense,you give us a sense of the magnitude of
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,seizing,1,1859,1868,investing,will continue to grow investing in high quality premium
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,seizing,2,2513,2522,invested,a increased as we invested in marketing and branding
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,seizing,3,7420,7429,invest,we re continuing to invest in our traditional channels
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,seizing,4,9170,9179,invest,the share buyback to invest in discovery i guess
286,2021-02-22 08:00:00,NASDAQ,2020-Q4,DISC.A,seizing,5,9210,9219,invest,balance sheet and actually invest even more in programming
287,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,sensing,1,7132,7141,sense,just trying to get sense as to whether or
287,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,sensing,2,7961,7970,sense,trying to get a sense for if you have
287,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,sensing,3,8852,8861,sense,trying to get a sense as to how you
287,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,sensing,4,9951,9960,sense,some sort of a sense to that and perhaps
287,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,seizing,1,2616,2625,invest,in we continued to invest in our early stage
288,2021-04-26 16:30:00,NASDAQ,2021-Q1,MASI,sensing,1,5319,5328,sense,analyst ok that makes sense and thanks for all
288,2021-04-26 16:30:00,NASDAQ,2021-Q1,MASI,sensing,2,7364,7373,sense,not sure it makes sense to break the revenues
288,2021-04-26 16:30:00,NASDAQ,2021-Q1,MASI,sensing,3,8223,8232,sense,maybe give us some sense of the portion of
288,2021-04-26 16:30:00,NASDAQ,2021-Q1,MASI,seizing,1,1150,1159,invest,as we continue to invest in delivering innovative technologies
288,2021-04-26 16:30:00,NASDAQ,2021-Q1,MASI,seizing,2,1235,1244,invested,realized term on our invested cash due to the
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,sensing,1,418,427,shape,sheet is in superior shape with a peer leading
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,sensing,2,2797,2806,sense,trying to get a sense of whether the special
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,sensing,3,4725,4734,sense,do you have a sense on you know how
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,sensing,4,8608,8617,sense,plays where it makes sense and we do them
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,sensing,5,8683,8692,sense,that it always makes sense to go through two
289,2021-05-07 10:00:00,NYSE,2021-Q1,EOG,seizing,1,1162,1171,investing,priorities to remain consistent investing in high returns generating
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,1,1079,1088,investing,data systems we are investing in innovation in the
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,2,1540,1549,invest,continue to pursue and invest in our channel partners
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,3,2329,2338,invest,we are continuing to invest in these regions to
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,4,2632,2641,invest,as we continue to invest in our sales team
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,5,3188,3197,invest,exciting product vision to invest in there s just
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,6,3208,3217,invest,to do is to invest aggressively to go after
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,7,3290,3299,invest,is palantir choosing to invest in companies such as
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,8,3360,3369,invest,with ambitious companies to invest in both compelling management
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,9,4691,4700,invested,about roivant they ve invested a lot in computational
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,10,6553,6562,investing,that we ll continue investing in overall we re
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,seizing,11,7216,7229,investing,really going to be investing into the business investing in sales hires investments
290,2021-05-11 08:00:00,NYSE,2021-Q1,PLTR,transforming,1,519,528,transform,the next evolution to transform ai into alpha enabling
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,1,1550,1559,shape,as the pace and shape of the recovery is
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,2,5598,5607,sense,gives you a good sense john john mcdonald autonomous
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,3,9315,9324,sense,a way that makes sense but that s honestly
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,4,9792,9801,sense,makes a lot of sense betsy graseck morgan stanley
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,5,9925,9934,sense,maybe give us a sense as to how you
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,sensing,6,11502,11511,shape,be in any way shape or form that i
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,1,1407,1416,invested,with guidance as we invested in our transformation results
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,2,2621,2630,invest,as we continue to invest in our products and
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,3,3906,3915,invest,commitment that we will invest your capital wisely and
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,4,4686,4695,invest,franchises we want to invest behind what are the
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,5,5531,5540,invest,we would look to invest in in the context
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,6,8103,8112,investing,growth you ve been investing can you talk to
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,7,8533,8542,invest,going to continue to invest in this platform and
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,8,8767,8776,invest,and continue to to invest to get that executed
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,9,8950,8959,invest,going to continue to invest in the business and
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,10,9696,9705,investing,the year and also investing we ve we ve
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,11,9711,9720,invested,i think we ve invested as much as another
291,2021-01-15 11:30:00,NYSE,2020-Q4,C,seizing,12,11123,11132,investing,think about you know investing you know out on
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,sensing,1,3540,3549,sense,it in the traditional sense and the data suggests
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,sensing,2,10157,10166,sense,kind of just made sense chris chris spade chief
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,seizing,1,285,294,invest,results while continuing to invest in our future as
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,seizing,2,955,964,invest,are on track to invest more than billion in
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,seizing,3,11132,11141,invest,but we really mean invest because as chris pointed
292,2019-05-02 16:30:00,NASDAQ,2019-Q1,PARA,seizing,4,11144,11153,invested,our best return on invested capital is to make
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,sensing,1,6803,6812,sense,wanted to get a sense of how you re
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,sensing,2,9756,9765,sense,either to get a sense of scale there will
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,seizing,1,1914,1923,invest,we will continue to invest in as we scale
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,seizing,2,3039,3048,investing,we will also continue investing in our customer success
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,transforming,1,908,917,transform,power its mission to transform the way the drugs
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,transforming,2,1206,1215,transform,our leadership position and transform how enterprises work in
293,2021-03-02 17:00:00,NYSE,2021-Q4,BOX,transforming,3,7683,7692,revamping,starting to think about revamping all operations around clinical
294,2021-05-06 08:30:00,NASDAQ,2021-Q1,BCRX,sensing,1,3873,3882,sense,you give us a sense of when we might
294,2021-05-06 08:30:00,NASDAQ,2021-Q1,BCRX,sensing,2,7617,7626,shape,to really build and shape it so i think
294,2021-05-06 08:30:00,NASDAQ,2021-Q1,BCRX,sensing,3,8716,8725,sense,if you have any sense on the percentage of
294,2021-05-06 08:30:00,NASDAQ,2021-Q1,BCRX,seizing,1,1206,1215,investing,in the u s investing in experienced commercial teams
294,2021-05-06 08:30:00,NASDAQ,2021-Q1,BCRX,transforming,1,3104,3113,transforming,clear that biocryst is transforming into a company with
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,1,4701,4710,sense,pricing model that makes sense just given it s
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,2,4743,4752,sense,way it might make sense for us to take
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,3,6433,6442,sense,as in the traditional sense as a price hike
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,4,6571,6580,sense,platform if that makes sense but to your maybe
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,5,7195,7208,sense,not in an absolute sense but in the sense of customers and us
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,sensing,6,7838,7847,sense,work with in the sense that but there s
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,seizing,1,3540,3549,invest,that have continued to invest in new technology and
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,seizing,2,7695,7704,invest,we ll continue to invest in in the long
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,seizing,3,8628,8637,investing,part of that is investing in the future and
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,seizing,4,8692,8701,invested,fact that we ve invested in that to build
295,2022-03-31 17:00:00,NYSE,2021-Q4,BLND,transforming,1,5138,5147,transforming,an industry that s transforming a lot over a
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,sensing,1,3749,3758,sense,market when it makes sense to be buying back
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,sensing,2,3883,3892,sense,that so it makes sense but would just be
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,sensing,3,7600,7609,sense,make strategic and financial sense and consistent with our
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,1,2110,2119,invest,taking the opportunity to invest in growth so we
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,2,4643,4652,investing,the reasons we re investing in all these digital
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,3,5174,5183,investing,we were opportunistic in investing when the year was
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,4,6539,6548,investing,always constantly sort of investing in that business it
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,5,6559,6568,investing,how much we re investing at any particular point
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,6,7236,7245,investing,you clearly have been investing a lot in combining
296,2021-07-15 09:00:00,NYSE,2021-Q2,USB,seizing,7,8576,8585,investing,the regulatory to the investing to the pandemic and
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,sensing,1,565,574,sense,will give you a sense of our geographic functional
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,sensing,2,2410,2419,shaping,our st quarter of shaping and cultivating the bsm
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,sensing,3,3706,3715,sense,it from that broad sense and then zoom into
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,sensing,4,5060,5069,sense,a real a good sense of things to come
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,sensing,5,7789,7798,sense,wanted to get a sense of sort of anything
297,2019-06-03 17:00:00,NASDAQ,2019-Q1,COUP,seizing,1,3867,3876,invest,continuing to do is invest heavily in our go
299,2021-03-01 17:00:00,NASDAQ,2020-Q4,CCXI,sensing,1,10144,10153,sense,guess any kind of sense as to it will
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,1,1919,1928,investing,by doubling down and investing in the next generation
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,2,3917,3926,invest,unchanged we continue to invest confidently in our future
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,3,4092,4101,invest,we have continued to invest in the business and
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,4,4112,4121,investing,what we do best investing in our product and
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,5,4812,4821,invest,we will continue to invest in our pipeline we
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,6,4832,4841,invest,we will continue to invest there obviously we are
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,7,4907,4916,invest,need to continue to invest during difficult circumstances and
300,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,8,5023,5032,investing,apple pull back from investing and you as a
301,2021-08-06 10:00:00,NASDAQ,2021-Q2,GRPN,sensing,1,1632,1641,sense,and where it makes sense let me provide some
301,2021-08-06 10:00:00,NASDAQ,2021-Q2,GRPN,seizing,1,4941,4950,invest,spend levels as we invest in our brands repositioning
301,2021-08-06 10:00:00,NASDAQ,2021-Q2,GRPN,transforming,1,1356,1365,transform,will allow us to transform our marketplace by growing
301,2021-08-06 10:00:00,NASDAQ,2021-Q2,GRPN,transforming,2,3486,3495,transform,everything were doing to transform the groupon marketplace if
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,sensing,1,6006,6015,sense,doesn t make any sense i think he said
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,sensing,2,6025,6034,sense,wouldn t make any sense i think he said
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,sensing,3,6044,6053,sense,wouldn t make any sense he further stated we
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,sensing,4,11745,11754,sense,it makes so much sense for us to be
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,seizing,1,2413,2422,invest,so we will not invest our cash casually or
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,seizing,2,2497,2506,invest,do a deal or invest our cash in an
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,seizing,3,5265,5274,investing,longer term airbus is investing opportunities for rates as
302,2021-10-07 11:00:00,NYSE,2022-Q2,PKE,seizing,4,6351,6360,investing,rates up they re investing so let s go
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,sensing,1,2230,2239,sense,it will still make sense as to buy fsd
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,sensing,2,5132,5141,sense,storage does it make sense for tesla to buy
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,sensing,3,8482,8491,sense,that estimate would make sense and then i will
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,seizing,1,2878,2887,invest,expand rapidly continue to invest in the future and
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,seizing,2,6091,6100,invested,s high time we invested in infrastructure in this
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,seizing,3,6224,6233,investing,you want to be investing in steam engines or
303,2020-04-29 18:30:00,NASDAQ,2020-Q1,TSLA,seizing,4,7125,7134,investing,tremendous amount of experience investing at the highest levels
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,sensing,1,5220,5229,sense,believe that what makes sense to us is the
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,sensing,2,6450,6459,sense,analyst understood that makes sense thank you operator your
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,sensing,3,6738,6747,sense,a good taste and sense of humor and is
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,sensing,4,7096,7105,sense,that it also makes sense for us you know
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,seizing,1,4211,4229,"invest, invested",expect this year to invest a lot about sales and marketing we also invested a lot about you
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,seizing,2,4251,4260,investing,about it but also investing a lot about the
304,2021-05-12 08:30:00,NASDAQ,2021-Q1,WIX,seizing,3,5441,5450,invest,trois we ll only invest when we know that
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,sensing,1,5955,5964,sense,unfold you probably can sense from my guide that
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,1,1905,1914,investing,capital allocation strategy including investing in the business maintaining
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,2,2071,2080,investing,we ve long been investing in being a more
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,3,3494,3503,invest,re not planning to invest in a brand marketing
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,4,5868,5877,invest,hope to continue to invest in further optimizations through
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,5,8093,8102,invested,our user base we invested a lot in personalization
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,6,8170,8179,investing,working because we were investing heavily in personalization and
305,2023-02-06 16:30:00,NYSE,2022-Q4,PINS,seizing,7,10141,10150,invest,going to continue to invest in that if even
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,sensing,1,1625,1634,shape,spin are in good shape and running to schedule
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,sensing,2,3929,3938,sense,malcolm gave you a sense of just how exciting
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,sensing,3,5126,5135,sense,just give us a sense of the reoccurring revenue
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,seizing,1,3399,3408,invest,made the decision to invest in headcount at a
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,seizing,2,4223,4232,invested,spain we ve also invested in improving the sustainability
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,seizing,3,5419,5428,investing,at all times is investing in capex those are
306,2021-05-04 08:30:00,NYSE,2021-Q1,XPO,transforming,1,1050,1059,redesign,customers to help them redesign their supply chains and
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,sensing,1,1328,1337,sense,we serve our employees sense of pride in our
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,sensing,2,8025,8034,shape,we can start to shape those teammates out that
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,sensing,3,13412,13421,sense,you guys get the sense of of how much
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,1,1480,1489,invest,inventory increase hiring and invest and do what they
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,2,3444,3453,invest,liquidity is available to invest at higher rates a
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,3,7511,7525,investing,how much you re investing but how is your investing spend i mean did
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,4,7774,7783,invested,the reality is we invested at the same rate
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,5,8829,8838,investing,on in terms of investing we d like to
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,6,8847,8856,invest,securities but we will invest it over time we
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,7,9232,9241,invest,fund loan growth or invest for turn or other
307,2021-04-15 09:00:00,NYSE,2021-Q1,BAC,seizing,8,12911,12920,invest,back is really to invest around that platform so
308,2020-07-31 11:00:00,NASDAQ,2020-Q3,JOUT,sensing,1,1757,1766,sense,give us a better sense as to the magnitude
308,2020-07-31 11:00:00,NASDAQ,2020-Q3,JOUT,sensing,2,2523,2532,shape,re in pretty good shape really with our retailers
308,2020-07-31 11:00:00,NASDAQ,2020-Q3,JOUT,sensing,3,2868,2877,sense,you give us a sense of what kind of
308,2020-07-31 11:00:00,NASDAQ,2020-Q3,JOUT,transforming,1,835,844,transformed,legacy of innovation that transformed minn kota and hummingbird
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,sensing,1,4156,4165,sense,do you have a sense for when we might
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,sensing,2,6645,6654,shaping,see that market share shaping up in the short
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,seizing,1,879,888,invested,results to date sundial invested million late in the
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,seizing,2,1683,1692,invested,previous quarter as we invested in our brand portfolio
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,seizing,3,4435,4444,invested,we ve also significantly invested in our in house
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,seizing,4,6016,6025,invested,you think about the invested capital between the two
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,seizing,5,7043,7052,investing,now that we re investing in our sales and
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,transforming,1,1317,1326,transform,has seen the company transform from a precarious financial
309,2021-03-18 10:30:00,NASDAQ,2020-Q4,SNDL,transforming,2,6484,6493,revamped,fact that we just revamped all of our cultivation
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,sensing,1,8183,8192,shape,are probably in better shape now absent the softness
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,sensing,2,10657,10666,sense,also just give a sense of what type of
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,1,1968,1977,investing,roughly flat to by investing in our businesses pursuing
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,2,3214,3223,invested,minutes ago we ve invested meaningfully in our business
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,3,3289,3298,investing,only going to be investing that capital if we
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,4,3615,3624,invest,capital where we could invest if we get the
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,5,4944,4953,invested,t forget that we invested in new line in
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,6,5517,5526,invest,ve been able to invest in our business through
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,7,5933,5942,invest,about their willingness to invest in more can sheet
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,8,7422,7431,invest,as you continue to invest capital in some of
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,9,7756,7767,investing,an announcement about you investing co investing with one of your
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,10,7777,7786,investing,more and more co investing on filling capacity so
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,11,9057,9066,invest,we will continue to invest in this we ve
310,2019-05-02 11:00:00,NYSE,2019-Q1,BALL,seizing,12,9367,9376,investing,the customer that s investing and they are allowing
311,2021-05-04 08:30:00,NASDAQ,2021-Q1,IDXX,sensing,1,4827,4836,sense,expansions where it makes sense we know that there
311,2021-05-04 08:30:00,NASDAQ,2021-Q1,IDXX,seizing,1,1878,1887,invest,year opex levels and invest to support our strong
311,2021-05-04 08:30:00,NASDAQ,2021-Q1,IDXX,seizing,2,4200,4209,invest,is to continue to invest in the infrastructure necessary
311,2021-05-04 08:30:00,NASDAQ,2021-Q1,IDXX,seizing,3,4430,4439,invest,that you want to invest into the growth in
312,2021-03-18 23:00:00,NASDAQ,2020-Q4,LX,sensing,1,2826,2835,sense,product so in that sense there s no loan
312,2021-03-18 23:00:00,NASDAQ,2020-Q4,LX,sensing,2,2859,2868,sense,financial product in the sense that you re used
312,2021-03-18 23:00:00,NASDAQ,2020-Q4,LX,sensing,3,3156,3165,sense,some degree in the sense that it may not
313,2022-02-22 17:00:00,NYSE,2021-Q4,BWXT,sensing,1,1649,1658,shaping,the feedback and are shaping our package to drive
313,2022-02-22 17:00:00,NYSE,2021-Q4,BWXT,sensing,2,3060,3069,shaping,how we see earnings shaping up this year there
313,2022-02-22 17:00:00,NYSE,2021-Q4,BWXT,sensing,3,3075,3084,shape,that are influencing the shape of the year but
313,2022-02-22 17:00:00,NYSE,2021-Q4,BWXT,sensing,4,4166,4175,sense,got it that makes sense and then just shifting
313,2022-02-22 17:00:00,NYSE,2021-Q4,BWXT,sensing,5,5171,5180,sense,generic offering in the sense that whatever customer could
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,sensing,1,12821,12830,sense,office openings makes good sense but i m wondering
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,sensing,2,14551,14560,sense,specialty products still makes sense as part of church
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,1,253,262,invest,us the opportunity to invest in our future which
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,2,4737,4746,investing,market where we re investing significant time and resources
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,3,4950,4959,investing,customers finally we are investing for the first time
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,4,6562,6571,invested,the quarter as we invested behind our brands to
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,5,10951,10960,investing,where you see in investing for larger and faster
314,2021-01-29 10:00:00,NYSE,2020-Q4,CHD,seizing,6,12096,12105,invest,we re continuing to invest there we do have
315,2021-07-27 16:30:00,NASDAQ,2021-Q2,GOOGL,seizing,1,1561,1570,invest,we ll continue to invest in our sites in
315,2021-07-27 16:30:00,NASDAQ,2021-Q2,GOOGL,seizing,2,2213,2222,invest,we ll continue to invest in new ways to
315,2021-07-27 16:30:00,NASDAQ,2021-Q2,GOOGL,seizing,3,3348,3357,invest,july we continue to invest across google services to
315,2021-07-27 16:30:00,NASDAQ,2021-Q2,GOOGL,seizing,4,3439,3448,invest,we will continue to invest aggressively given the opportunity
315,2021-07-27 16:30:00,NASDAQ,2021-Q2,GOOGL,seizing,5,3825,3834,invest,most important ways we invest beyond that i would
